,time,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,CapAct1yrUSD,CapMVRVCur,CapMVRVFF,CapMrktCurUSD,CapMrktEstUSD,CapMrktFFUSD,CapRealUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,NVTAdjFF,NVTAdjFF90,PriceBTC,PriceUSD,ROI1yr,ROI30d,ReferenceRate,ReferenceRateBTC,ReferenceRateETH,ReferenceRateEUR,ReferenceRateUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyFF,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d,principal_market_price_usd,principal_market_usd,Unnamed: 0.1,num_nodes,num_edges,Degree mean,Degree std,Top10Degree mean,Top10Degree std,Top10 Degree mean ratio,DCmean,DCstd,clustermean,clusterstd,modularity,transitivity,eig_mean,eig_std,closenessmean,closenessstd,Components_cnt,giant_com_ratio,token,core_cnt,core_ratio,avg_core_neighbor,relative_degree,ETHPriceUSD
144,2021-03-03,2861.0,1363.0,48937.0,59772.0,254.0,30787.0,53243.0,62.0,9029.0,64201.0,60750.0,54470.0,50603.0,2042.0,17.0,12681.0,76.0,35970.0,352.0,4.0,46724.0,953.0,52747.0,6378.0,53.0,58601.0,25933.0,196.0,1614819474.0,4950540910.887992,1.481806668008,1.148015562348,6375428817.963936,4949573098.282074,4939302580.882214,4302470056.051675,0.0,0.0,0.940030225185,52.696182254423,50.358088207419534,40.825863866367,39.01444783609668,0.0078607344390841,398.464301122746,,34.53597981151972,392.38785703603,0.0081231808179496,0.263368961437005,325.043757301856,392.38785703603,0.000906750439,12424051.281228803,12424051.281228803,7453132.61568814,12424051.281228803,12424051.281228803,9347689.429111984,12424051.281228803,12424051.281228803,12424051.281228803,7905931.106860055,11828623.659872612,12424051.281228803,77.6503205077,15524113.096212195,15999598.504041798,15999997.898824964,15040483.602958895,15986089.5292451,15999957.817195168,14084181.478335109,15860769.403438287,15999999.146436349,15999972.53127812,15999806.736468524,15992297.141658308,15906053.663660275,15607081.596220423,12426632.234909333,14250701.940046044,15159480.330387205,9286976.30598344,15999995.533370065,15999947.80932418,15999147.333676163,15441311.386129368,15807061.373159472,13900087.852792239,15976199.376385601,14918609.395551307,14452756.76603868,15808112.73725289,15341013.533665817,16000000.0,12395847.173673593,3404.0,0.039398148148,3788.0,303627.3087630939,120984643.38806643,125.99366157765162,50203.97630643473,4.247364859999999,1692.4232705532097,6.881482114158,,0.0762697670463111,,,144,2861,3137,2.1929395316322964,10.090352267072491,119.5,120.85827328827028,54.49306662416321,0.0007667620739973,0.003528095198277,0.0056568564428618,0.064873337591331,0.8522886778462102,0.0006629434690023,0.0054929755118496,0.0178736403609757,0.1189656839600591,0.0513459788304354,138,0.8643830828381684,AAVE,7,0.0024466969591052,149.28571428571428,0.0007667620739973065,1584.06700526008
145,2021-03-04,2497.0,1358.0,49162.0,60134.0,256.0,30870.0,53571.0,63.0,9031.0,64605.0,61115.0,54809.0,50853.0,2026.0,17.0,12689.0,76.0,36078.0,349.0,4.0,46620.0,908.0,52988.0,6117.0,52.0,58808.0,25505.0,191.0,1614906518.0,4654677808.2995205,1.448644634351,1.122361349443,5994207816.873776,4654514967.932577,4644111478.176059,4137804175.529244,0.0,0.0,0.940307242824,53.645646089508,47.01167124391199,41.562850066214,36.423068519162165,0.007728829849448,374.637988554611,,23.38723181611286,398.464301122746,0.0078607344390841,0.25154510497321,330.832231848272,398.464301122746,0.000912607875,12424468.288060458,12424468.288060458,7266099.0781626785,12424468.288060458,12424468.288060458,9343059.37071165,12424468.288060458,12424468.288060458,12424468.288060458,7711529.141857368,11826933.806103388,12424468.288060458,77.6529268004,15524295.49544974,15999591.551632492,15999997.893023914,15044915.885191768,15985996.889556542,15999957.550944887,14104731.85552431,15860235.807507187,15999999.144685509,15999972.399717508,15999802.879145715,15992232.717674209,15905599.910803333,15605838.56851258,12443010.694532394,14262124.344795272,15157320.596460856,9283618.335791692,15999995.128321605,15999945.382809568,15999056.643956076,15431023.083990484,15799797.811155053,13869144.735875675,15974795.150448797,14907810.6888331,14464924.51704678,15808589.991877148,15344060.50288996,16000000.0,12396264.180505246,3120.0,0.036111111111,3463.0,298253.46819952514,111737079.40570672,114.04049410489294,42723.90132523106,6.38136,2390.6998746428526,6.906164753601,,0.07731283828255,,,145,2497,2849,2.2819383259911894,6.228987608432247,80.2,38.38923460207736,35.145559845559845,0.0009142381113746,0.0024955879841475,0.0066400304226677,0.0762584073544218,0.8417494158104859,0.0019012502160511,0.0049243274876829,0.0194005749731898,0.1116223419911762,0.0549227970586628,141,0.8273928714457349,AAVE,19,0.0076091309571485,61.578947368421055,0.0009142381113746753,1538.02277644652
146,2021-03-05,1999.0,1352.0,49360.0,60443.0,255.0,30953.0,53840.0,63.0,9042.0,64938.0,61426.0,55093.0,51070.0,2025.0,17.0,12710.0,77.0,36208.0,350.0,4.0,46717.0,902.0,53222.0,6031.0,52.0,59043.0,25421.0,193.0,1614991722.0,4570397787.636224,1.439062653118,1.115148057375,5884565053.331216,4569521355.818398,4560024731.031237,4089165291.4352098,0.0,0.0,0.940264454757,69.484932437988,45.97416743583812,53.844762948435,35.625970415148174,0.0075364581114349,367.785315833201,,-3.5415271922842124,374.637988554611,0.007728829849448,0.243584161620923,313.682161363749,374.637988554611,0.000918945891,12426808.76826796,12426808.76826796,7263771.070134686,12426808.76826796,12426808.76826796,9326875.096616678,12426808.76826796,12426808.76826796,12426808.76826796,7720660.5632593185,11828511.608881067,12426808.76826796,77.6675548017,15523131.726457927,15999586.601815868,15999997.885408528,15044231.276118862,15985898.98113702,15999957.222944176,14103998.05335434,15859779.851059427,15999999.139436021,15999972.26297968,15999799.986717325,15992191.330396835,15905283.367302503,15605335.596155865,12436586.228261145,14269097.462296035,15159452.488990797,9284209.151044147,15999994.923142176,15999944.166959235,15999025.439923396,15429434.124088025,15796808.493128603,13865162.001530975,15974254.66231756,14914203.653807124,14462377.498361131,15808744.459777288,15344776.011780052,16000000.0,12398604.660712749,2596.0,0.030046296296,2938.0,230265.7488266127,84688361.15776429,110.13484425538276,40505.97847870635,8.838044283620897,3250.502908199328,6.926388264377,,0.0651890211600405,,,146,1999,2289,2.290145072536268,6.059172509548228,68.0,43.914057480998544,29.692442114460466,0.0011462187550231,0.0030326188736477,0.0115844842854398,0.0928270590309416,0.8275137173798894,0.0048455481526347,0.0059780068240096,0.0215579694949137,0.1245709239943225,0.0525529865615304,93,0.8784392196098049,AAVE,13,0.0065032516258129,60.15384615384615,0.0011462187550231571,1530.84029181765
147,2021-03-06,2148.0,1322.0,49616.0,60834.0,255.0,31067.0,54188.0,65.0,8989.0,65425.0,61819.0,55454.0,51359.0,1988.0,17.0,12661.0,76.0,36362.0,348.0,4.0,47208.0,916.0,53620.0,6197.0,54.0,59589.0,25914.0,198.0,1615078699.0,4817094302.233356,1.465539560622,1.135734184415,6201821378.871488,4816795603.402666,4806161999.907864,4231766610.407836,0.0,0.0,0.94120933139,55.224111883241,48.10139431668522,42.796464425132,37.276644937733394,0.0079152477993891,387.613836179468,,-18.34045006252879,367.785315833201,0.007536458111435,0.240250611248617,308.419814758481,367.785315833201,0.000924871306,12427560.248398893,12427560.248398893,7152763.224234709,12427560.248398893,12427560.248398893,9278992.59246405,12427560.248398893,12427560.248398893,12427560.248398893,7671585.7267120145,11826222.151209772,12427560.248398893,77.6722515525,15523988.61986551,15999578.868002124,15999997.847227251,15059349.302236447,15985797.041152168,15999956.861330822,14144411.14693718,15858906.807056945,15999999.103787944,15999972.065767698,15999796.703526065,15992136.720767057,15904458.03037594,15605447.361193188,12369055.391946211,14278204.310198372,15170958.062390888,9268760.632536057,15999995.297842944,15999945.23287472,15999081.085969158,15440952.054016376,15801755.146566166,13907284.299868336,15975184.403759861,14941159.481752062,14479568.14584636,15810397.43673598,15356686.66101636,16000000.0,12399356.14084368,2783.0,0.032210648148,3167.0,289728.5163015082,112302781.65421312,127.14945297610456,49284.88723618876,7.589769768228167,2941.8997755818714,6.951555909225,,0.0514218154386672,,,147,2148,2491,2.319366852886406,6.3839617079411015,79.9,37.801969378444944,34.449056603773585,0.0010802826515539,0.0029734334922874,0.0089967800879587,0.0846135835665348,0.8094611496610604,0.0022961136151033,0.0066977542447727,0.0205154912010782,0.1228650883808473,0.0554602409281577,111,0.8580074487895717,AAVE,12,0.0055865921787709,73.0,0.0010802826515539851,1659.83834599649
148,2021-03-07,3092.0,1279.0,49795.0,60995.0,242.0,31093.0,54293.0,65.0,8936.0,65968.0,61984.0,55576.0,51559.0,1939.0,16.0,12619.0,79.0,36424.0,336.0,4.0,47682.0,933.0,53770.0,6482.0,55.0,59886.0,26440.0,200.0,1615164598.0,5106788069.124282,1.483878535783,1.150200438951,6573340566.354912,5105626020.23218,5095200868.853624,4429837353.828896,0.0,0.0,0.941851363197,9.576995697358,48.29041060466919,7.423427449955,37.431400303460855,0.0080419296936762,410.833785397182,,-18.514816735415977,387.613836179468,0.0079152477993891,0.233525052071719,325.128915977148,387.613836179468,0.000930766458,12430302.109129583,12430302.109129583,7630265.250256174,12430302.109129583,12430302.109129583,9236042.689459372,12430302.109129583,12430302.109129583,12430302.109129583,8054409.210834525,11833442.17801692,12430302.109129583,77.6893881821,15524742.365705365,15999582.13824477,15999997.65683158,15069621.811154615,15985690.670261176,15999956.214580895,14191934.313129775,15858367.666090468,15999998.918927671,15999971.64158618,15999802.590693569,15992073.41922153,15904029.2489605,15605332.92190193,12419970.925986491,14360023.950836241,15182471.208658272,9213641.456630412,15999995.450509448,15999945.798215797,15999158.8594604,15456180.541077852,15809657.64958769,13988734.584988264,15976335.310126675,14986027.024245229,14536413.89947823,15812397.482195692,15373705.854790324,16000000.0,12402098.001574373,4938.0,0.057152777778,5501.0,1670670.0624721225,686367705.9151685,373.1572991008432,153305.62573818784,33.360499835590915,13705.620430197883,7.079852053123,,0.0513270686373725,,,148,3092,4151,2.684993531694696,14.705137937246151,170.7,194.93192543951224,63.575572151288846,0.0008686488294062,0.0047574047030883,0.0237042418309196,0.135714524745532,0.7224886701436541,0.0012309676284822,0.0070614400616039,0.0165420624093454,0.1597992192250437,0.0636225952744818,108,0.8994178525226391,AAVE,1,0.0003234152652005,708.0,0.0008686488294062427,1719.16063705435
149,2021-03-08,2384.0,1290.0,50113.0,61450.0,242.0,31245.0,54700.0,65.0,8975.0,66441.0,62442.0,55992.0,51913.0,1945.0,16.0,12670.0,78.0,36608.0,335.0,4.0,48226.0,970.0,54229.0,6733.0,53.0,60446.0,27051.0,205.0,1615250745.0,5374848134.359059,1.501811681191,1.164211645039,6917725158.074032,5374338351.4239,5362653844.735688,4606253396.956736,0.0,0.0,0.941395537135,26.448259197699,49.92086823069448,20.502817853,38.69889737342648,0.0083004507482336,432.357822379627,,-8.100064674274119,410.833785397182,0.0080419296936762,0.23897347143843,343.946044926893,410.833785397182,0.000938062723,12431481.185599396,12431481.185599396,7871418.359941774,12431481.185599396,12431481.185599396,9175660.21984872,12431481.185599396,12431481.185599396,12431481.185599396,8071383.845828307,11828354.982413074,12431481.185599396,77.69675741,15523298.319638249,15999574.518539568,15999997.65069904,15062328.59416165,15985581.402908314,15999955.955434583,14197707.957532268,15857772.206419338,15999998.91628552,15999971.48875084,15999799.678227536,15992000.898681698,15903556.887718057,15603389.826396724,12421063.27516392,14356152.764518676,15174607.641298914,9209517.844072899,15999995.698786443,15999946.821479844,15999206.567854162,15461188.71326557,15814122.938836884,13962742.344899433,15977324.814098759,14991557.810117656,14539988.554914845,15812043.198699173,15370610.877145393,16000000.0,12403277.024619363,3280.0,0.037962962963,3674.0,604954.7488324684,261556917.84342024,233.47151584931905,100943.23618028215,16.473960085,7122.645508319495,7.133462949949,,0.0509821246006267,,,149,2384,2858,2.3976510067114094,7.651588137523163,93.9,63.065133878484005,39.16333100069979,0.0010061481354223,0.0032109056389102,0.0083900543356106,0.0801383715975239,0.7997216387917784,0.0021151681965479,0.0069029492451906,0.0192864824678471,0.1433581933917612,0.0581465363441758,98,0.8850671140939598,AAVE,2,0.0008389261744966,82.6923076923077,0.0010061481354223288,1826.12504734074
150,2021-03-09,3308.0,1317.0,50476.0,61097.0,250.0,31444.0,54313.0,58.0,9029.0,66088.0,62092.0,55612.0,52283.0,1975.0,16.0,12749.0,76.0,36848.0,342.0,4.0,48726.0,1021.0,54183.0,6951.0,51.0,60162.0,27525.0,215.0,1615337542.0,5536314531.496108,1.509818037431,1.170486121771,7125128810.313312,5535994046.898885,5523754638.998012,4719197038.0992365,0.0,0.0,0.940866274791,40.318200415046,50.791815093919794,31.256676546858,39.37634416406173,0.0081353230842299,445.320550644582,,-6.804822464429148,432.357822379627,0.0083004507482336,0.236762440233346,364.195868271035,432.357822379627,0.000945437032,12432200.857298266,12432200.857298266,7843812.696061667,12432200.857298266,12432200.857298266,9183917.236217372,12432200.857298266,12432200.857298266,12432200.857298266,8083439.164874097,11821269.377053509,12432200.857298266,77.7012553581,15521724.575283684,15999592.257402953,15999997.653976252,15053860.396650756,15985479.38671026,15999955.728297014,14088539.216752317,15856943.231405852,15999998.92299993,15999971.329257568,15999818.361916544,15991951.790942712,15903024.60299852,15602084.580318565,12488563.287506284,14315612.00324788,15165622.82798206,9208669.028625457,15999995.860052148,15999953.215802558,15999255.700511888,15465230.649637666,15817069.729345504,13953552.30323665,15977859.516868688,14987395.471473053,14515738.526871132,15809112.15793762,15358625.485448029,16000000.0,12403996.696318233,4052.0,0.046898148148,4367.0,396843.1089505915,176722391.79738525,114.56659627548098,51018.859738872714,3.37259102,1501.8840901253725,7.16473247032,,0.0512194152603694,,,150,3308,3749,2.266626360338573,6.069919078060814,82.2,43.99444409367064,36.26535076020272,0.0006854025885511,0.0018354759836893,0.0052308902744818,0.0682070759850664,0.8689529086479614,0.0009593859929645,0.0037953547876383,0.0169699675397167,0.1063835355885995,0.04911713414634,116,0.8431076178960096,AAVE,23,0.0069528415961305,58.26086956521739,0.0006854025885511258,1862.02863687902
151,2021-03-10,2261.0,1312.0,50635.0,61402.0,248.0,31460.0,54574.0,58.0,8925.0,66400.0,62399.0,55885.0,52465.0,1967.0,16.0,12656.0,76.0,36902.0,336.0,4.0,48431.0,955.0,54408.0,6417.0,50.0,60256.0,26655.0,203.0,1615423899.0,5085297606.727759,1.471896963397,1.141197237651,6544052729.86832,5084808160.108685,5073762011.93682,4445999205.518465,0.0,0.0,0.941290197033,42.297553759296,46.140836035880255,32.794314214838,35.774103715476244,0.0072885272903649,409.00329561677,,-15.725235671531404,445.320550644582,0.0081353230842299,0.239158808744742,374.281278314692,445.320550644582,0.000951540074,12433390.295936897,12433390.295936897,7678507.855481969,12433390.295936897,12433390.295936897,9159522.304698817,12433390.295936897,12433390.295936897,12433390.295936897,8054657.182464833,11819909.828887248,12433390.295936897,77.7086893496,15525185.406361032,15999584.782975024,15999997.655985426,15060643.152533945,15985379.585636439,15999955.434458353,14104380.43083903,15856277.482368585,15999998.926951135,15999971.178417336,15999813.9903975,15991894.109529244,15902453.21609328,15605378.600894848,12485442.322519936,14332079.017212018,15167167.124574492,9212526.95184436,15999995.368792767,15999952.1078937,15999142.540474914,15454383.651996123,15806387.470288537,13933665.294323515,15975697.36073871,14970494.046983711,14531796.364409557,15811708.51444106,15365001.176118564,16000000.0,12405186.134956867,2922.0,0.033819444444,3202.0,378272.46679682384,154714685.56098616,165.64209596918195,67748.1631442647,15.3308451,6270.36617049021,7.197881594776,,0.0532608464148103,,,151,2261,2612,2.310482087571871,6.681835155903997,83.0,43.88368464221957,35.92323889739663,0.0010223372068902,0.0029565642282761,0.0113128157322555,0.0982502568663867,0.8208899788700508,0.0027286395782674,0.0053634113619233,0.0203395911038083,0.129137401544225,0.055625920892589,110,0.8642193719593101,AAVE,17,0.0075187969924812,64.58823529411765,0.0010223372068902084,1803.4244905903
152,2021-03-11,2051.0,1321.0,50978.0,61893.0,252.0,31644.0,55021.0,60.0,8958.0,66913.0,62893.0,56342.0,52830.0,1980.0,16.0,12716.0,79.0,37131.0,342.0,4.0,48707.0,967.0,54836.0,6398.0,50.0,60720.0,26733.0,202.0,1615510453.0,5042218584.290916,1.465201829902,1.13606375639,6488288977.612256,5041964325.717409,5030781287.615321,4428256124.992273,0.0,0.0,0.940749764895,67.938671823643,45.489089652576894,52.677154191982,35.27057161055374,0.0070101521939363,405.518061100766,,-17.395035614062625,409.00329561677,0.007288527290365,0.22679258141986,343.120755361525,409.00329561677,0.000959598255,12434017.29285244,12434017.29285244,7851478.803973478,12434017.29285244,12434017.29285244,9145852.962086929,12434017.29285244,12434017.29285244,12434017.29285244,8271861.38421041,11820501.137985803,12434017.29285244,77.7126080803,15523487.601484222,15999578.164440269,15999997.657277921,15051996.238312753,15985259.1962489,15999955.148933096,14094463.575400012,15855332.974427612,15999998.932589468,15999971.021797553,15999809.890262049,15991825.406349745,15901879.41870432,15604136.510903817,12450386.998592312,14331962.648757072,15161565.31467303,9205108.821221245,15999995.307564901,15999951.425526025,15999120.570679102,15453218.312282618,15804246.648742156,13893748.445909016,15975335.880753068,14952912.417838512,14509473.995352922,15811235.356506288,15361432.4322893,16000000.0,12405813.131872408,2608.0,0.030185185185,2919.0,235506.5174299144,95502146.32477264,116.25471501053076,47143.386624892555,8.741484045478755,3544.8296612658246,7.219090814346,,0.0531637758359708,,,152,2051,2324,2.266211604095563,5.554459797411043,64.1,31.41637930903065,28.285090361445786,0.0011054690751685,0.0027094925841029,0.0082909929056649,0.0791283659462899,0.8277938098595529,0.0031252712909106,0.0056901572323457,0.0213403653817737,0.1176679608001263,0.0561916146936529,120,0.8395904436860068,AAVE,16,0.007801072647489,54.0,0.0011054690751685673,1827.71346113384
153,2021-03-12,2624.0,1462.0,51623.0,62623.0,281.0,32155.0,55726.0,65.0,9258.0,67406.0,63625.0,57051.0,53494.0,2156.0,16.0,13068.0,84.0,37672.0,394.0,4.0,48852.0,1003.0,55485.0,6204.0,53.0,61227.0,26439.0,207.0,1615596777.0,4643005354.698977,1.425845371706,1.105685455123,5973844428.874288,4642430308.33957,4632474900.327625,4189686025.860633,0.0,0.0,0.936210915997,11.529661682176,40.29665731345583,8.940786622061,31.2484290132183,0.0065120364723687,373.365276804643,,-29.483326034298376,405.518061100766,0.0070101521939364,0.221871792118443,338.082699452517,405.518061100766,0.000969889171,12435557.46381941,12435557.46381941,7769013.135628954,12435557.46381941,12435557.46381941,9087985.497874975,12435557.46381941,12435557.46381941,12435557.46381941,8228622.889186502,11822069.691295682,12435557.46381941,77.7222341489,15511911.774769137,15999574.158084918,15999997.775564004,14979374.655958025,15985158.744321544,15999955.105333123,13933530.101704195,15853840.941045176,15999999.053880343,15999971.034052161,15999808.325276608,15991763.480110906,15901051.365816366,15596997.036086738,12032447.03427442,14164238.988224804,15117174.831982104,9190692.81902104,15999994.855344633,15999950.03643108,15998989.345489977,15416632.739267236,15790340.215255048,13658284.182158625,15973190.94361153,14824398.107388096,14303459.728994004,15803939.45279627,15302011.936521996,16000000.0,12407353.302839378,3427.0,0.039664351852,3733.0,1387725.020998193,518128336.59371936,455.8452207673092,170196.77703186,19.288134471123826,7201.519665856322,7.325445202416,,0.0525953669855921,,,153,2624,3044,2.3201219512195124,9.522994174944843,107.7,107.22152561662028,46.41997371879106,0.0008845299089666,0.0036305734559454,0.0087185251927186,0.0833779777505528,0.811540302026694,0.0018299526652243,0.0059428676200304,0.0185987018777113,0.1441997387208227,0.0552227008518929,111,0.897484756097561,AAVE,1,0.0003810975609756,98.66666666666669,0.0008845299089666459,1768.50364453536
154,2021-03-13,2369.0,1467.0,52049.0,63185.0,277.0,32418.0,56227.0,63.0,9340.0,67933.0,64190.0,57567.0,53943.0,2169.0,16.0,13166.0,84.0,37972.0,392.0,4.0,49848.0,1084.0,56023.0,6830.0,55.0,62063.0,27675.0,227.0,1615683128.0,5170612144.881732,1.480017610166,1.147781480171,6652173953.888992,5170217853.197122,5158885958.315315,4494658650.136428,0.0,0.0,0.935845575209,31.617919434221,44.25708352650662,24.520290920081,34.32220028272175,0.0067836360306284,415.760872118062,,-19.935177956588888,373.365276804643,0.0065120364723687,0.211119314318822,311.814056228876,373.365276804643,0.000977664248,12436504.951849949,12436504.951849949,7529095.594170516,12436504.951849949,12436504.951849949,9032443.433837868,12436504.951849949,12436504.951849949,12436504.951849949,8206111.6877141325,11819927.908957995,12436504.951849949,77.7281559491,15507347.1149102,15999568.829186032,15999997.798628815,14973529.203338915,15985042.01137986,15999954.700524151,13919404.943461591,15852812.449973429,15999999.081284536,15999970.821104664,15999805.88424664,15991695.440852957,15900212.32319396,15593605.636135694,12143668.084848082,14176202.17737562,15112034.958707616,9206426.231935741,15999995.578611884,15999950.653858917,15999130.000930669,15431712.826209003,15803177.372101689,13766134.986649359,15975558.894617984,14877671.004868021,14314731.483676672,15802284.129658552,15299719.360003592,16000000.0,12408300.790869916,3166.0,0.036643518519,3643.0,506042.15224493615,210392526.54585573,218.53931955750787,90860.09809131731,14.178,5894.657644889883,7.375203873738,,0.0568821016650081,,,154,2369,2658,2.2439848037146475,6.491320113608368,82.8,44.65870575822815,36.89864559819413,0.0009476287177849,0.0027412669398683,0.0111791837558669,0.0958681871785281,0.8389962071993603,0.002819760884277,0.0054466771507253,0.0198146026283177,0.1211662286230078,0.0569154384838033,134,0.8438159560996201,AAVE,15,0.0063317855635289,68.6,0.0009476287177849018,1927.20756627703
155,2021-03-14,2349.0,1460.0,52403.0,63406.0,280.0,32604.0,56456.0,60.0,9378.0,68126.0,64411.0,57760.0,54324.0,2166.0,16.0,13234.0,82.0,38205.0,395.0,4.0,49786.0,1016.0,56282.0,6443.0,51.0,62109.0,27164.0,217.0,1615769511.0,4827564048.782116,1.444740975972,1.120455563917,6210654798.015456,4827426961.65196,4816616154.549952,4298801585.410216,0.0,0.0,0.935921347137,51.039667549769,41.027903127289,39.583344307211,31.818812575665365,0.006479624696091,388.165924875966,,-26.942183994967788,415.760872118062,0.0067836360306285,0.215732274713526,341.408354483154,415.760872118062,0.000985833158,12436856.86816716,12436856.86816716,7353445.457141885,12436856.86816716,12436856.86816716,8992034.667749396,12436856.86816716,12436856.86816716,12436856.86816716,8218827.25268305,11825908.410000077,12436856.86816716,77.730355426,15504252.633264966,15999570.155829618,15999997.812548984,14974741.554198718,15984917.617112985,15999955.160253827,13872183.593124952,15851857.441058287,15999999.095318753,15999970.670675708,15999810.796651907,15991625.333381096,15899591.363548309,15591100.67100507,12158029.672989488,14145351.178783242,15112837.348467018,9210938.325214673,15999995.158557376,15999951.556420008,15999028.377717212,15413392.140118703,15791674.062584896,13676143.464477263,15973707.029140659,14844986.582063088,14300674.5070046,15800907.210885463,15299123.14157894,16000000.0,12408652.707187127,2917.0,0.033761574074,3235.0,313481.66569459386,121682900.6960004,120.05354641913257,46600.69588042232,4.84145246798289,1879.2868749776064,7.399477200155,,0.0576512509945229,,,155,2349,2673,2.2758620689655173,5.63101812757056,65.5,31.13501066145456,28.780303030303028,0.0009692768607178,0.0023982189640419,0.006483233619013,0.0735163859017496,0.8369701084503409,0.0019195275009228,0.0048046916882222,0.020069865076206,0.1318257940990061,0.0487797548357257,100,0.9012345679012346,AAVE,28,0.0119199659429544,45.21428571428572,0.0009692768607178523,1874.14906195208
156,2021-03-15,1982.0,1467.0,52622.0,63731.0,279.0,32654.0,56759.0,62.0,9296.0,68454.0,64736.0,58076.0,54567.0,2171.0,16.0,13159.0,86.0,38292.0,395.0,4.0,49707.0,994.0,56549.0,6234.0,50.0,62310.0,26782.0,210.0,1615855928.0,4623876255.060945,1.425252985541,1.105536533983,5947565454.778336,4623063764.984397,4613392124.21558,4172989297.41844,0.0,0.0,0.935852653084,60.226666998078,39.11911328633193,46.716464628979,30.34381218898026,0.0066235817848919,371.722840923646,,-25.159532219866183,388.165924875966,0.0064796246960911,0.207115822725254,323.856141725634,388.165924875966,0.000992699577,12439042.603816524,12439042.603816524,7521045.257186937,12439042.603816524,12439042.603816524,8938225.564701762,12439042.603816524,12439042.603816524,12439042.603816524,8082326.544087638,11824129.26432292,12439042.603816524,77.7440162739,15506217.635300724,15999563.991723023,15999997.816516109,14973642.449344233,15984811.58868998,15999954.93654084,13881765.892880889,15851137.661578065,15999999.099558681,15999970.614145843,15999807.601675997,15991568.03551356,15898953.133178612,15592689.612473393,12119095.5597229,14178863.619103672,15113043.821667682,9214329.66699949,15999994.836612647,15999950.435625564,15998949.172544109,15407804.454836015,15787542.32040921,13620885.142132325,15972489.415613271,14827361.33630616,14298968.876768924,15802960.07652622,15300108.579902353,16000000.0,12410838.442836491,2299.0,0.026608796296,2551.0,265663.04923549254,98753023.39025572,134.87143175852276,50134.791772717734,9.09510679,3380.8589344827424,7.420980764056,,0.0569946585072157,,,156,1982,2125,2.144298688193744,5.761135019802439,64.9,38.94283559840557,30.266305882352945,0.0010824324523946,0.002908195365877,0.007705074780387,0.0759664373814862,0.8583299100346055,0.0027192386131883,0.0054610282222439,0.0217935236738629,0.1090743068880126,0.0549747227119568,122,0.8168516649848637,AAVE,16,0.0080726538849646,53.125,0.0010824324523946208,1796.90510976037
